cluster_id,representative_label,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10
116528,Cluster_116528,sarrera,imperial_stride,ilovethiscity,acambo,finger_onthe_pulse,anak_pekan,tikram,monitor_closely,clowance,dunboyne_express
116547,Cluster_116547,colt,filly,mare,gelding,stallion,stayer,trotter,,,
116093,Cluster_116093,shampoo,lotion,deodorant,cleanser,moisturizing_lotion,,,,,
116077,assess,determine,assess,examine,suspend,reconsider,postpone,rescind,reassess,reexamine,
116085,Cluster_116085,penis,colon,genitals,uterus,bowel,vagina,intestine,esophagus,aorta,anus
116196,elementary,school,teacher,elementary,kindergarten,preschool,kindergartner,,,,
116110,chair,ceo,chairman,manager,founder,chair,chairwoman,coordinator,chairperson,councilwoman,
116112,city,city,mayor,councilman,mayoral,alderman,councilwoman,,,,
116069,scream,crying,screaming,yelling,shouted,shouting,yelled,chanting,shout,chanted,scream
116119,Cluster_116119,mhz,ghz,,,,,,,,
116081,mathematics,math,mathematics,maths,physics,algebra,,,,,
116125,Cluster_116125,pesticide,herbicide,insecticide,malathion,pyrethrin,clopyralid,,,,
116064,discourage,prevent,banned,prohibited,barred,banning,restrict,prohibit,deter,discourage,restriction
116061,Cluster_116061,ucla_darren_collison,marquette_jerel_mcneal,temple_lavoy_allen,baylor_tweety_carter,tennessee_melvin_goins,,,,,
116055,champion,tournament,championship,champion,seeded,semifinal,undefeated,invitational,champ,quarterfinal,tourney
116045,policeman,soldier,policeman,sergeant,lieutenant,colonel,battalion,infantry,squadron,medic,regiment
116052,burial,funeral,cemetery,burial,interment,entombment,rebury,committal,,,
116076,Cluster_116076,canada,canadian,toronto,ontario,vancouver,montreal,ottawa,quebec,calgary,alberta
116136,Cluster_116136,mantra,adage,maxim,credo,axiom,truism,dictum,aphorism,,
116078,Cluster_116078,adana,ünal,yakup,elazığ,turgay,akay,özel,çağlar,özen,olcay
116040,Cluster_116040,fiji,tonga,vanuatu,samoan,honiara,,,,,
116067,condemn,criticize,condemn,denounce,decry,scolding,scold,berate,chastise,castigate,chide
116022,concrete,furniture,flooring,concrete,plumbing,roofing,welding,cabinetry,drywall,drawer_pulls,knotty_pine
116034,Cluster_116034,boonah,castlecliff,marulan,bli_bli,tiaro,urana,tabulam,porangahau,mendooran,urbenville
116028,depict,portrayed,depicted,depicting,portraying,depict,,,,,
116039,aircraft,plane,aircraft,jet,aviation,airplane,airbus,aerospace,airliner,jetliner,
116053,Cluster_116053,avionics,jt8d,turboshaft_engines,b###ng,avionic_systems,stovl_propulsion_system,,,,
116192,junior,junior,freshman,sophomore,,,,,,,
116011,brown,smith,johnson,brown,williams,jones,davis,miller,taylor,wilson,anderson
116019,Cluster_116019,hoffman,friedman,stein,goldberg,kaufman,,,,,
116014,Cluster_116014,daulby,swanborough,deeprose,yarranton,neesam,poustie,,,,
116000,Cluster_116000,paul_aronsohn,richard_furstenau,dolores_bertolini,charles_jinright,pat_vulcano,peter_f._calci,mark_scappe,nancy_novelline_clayburgh,theresa_colaizzi,michael_buscetto_iii
116056,businessman,businessman,billionaire,tycoon,mogul,magnate,,,,,
116191,Cluster_116191,hum,clatter,whir,whirr,thrum,,,,,
116104,incorrect,intentionally,incorrect,wrongly,mistakenly,inadvertently,incorrectly,unintentionally,,,
116008,adequate,important,critical,necessary,crucial,essential,vital,sufficient,adequate,inadequate,
116009,Cluster_116009,noted,acknowledged,stressed,emphasized,asserted,,,,,
115998,Cluster_115998,nasa,shuttle,spacecraft,astronaut,orbiter,lander,jules_verne_atv,,,
116029,purchase,sold,sale,sell,selling,purchase,buying,bought,,,
116030,basket,basket,layup,jumper,pointer,dunk,footer,hoop,trey,floater,
115978,flawed,outdated,inefficient,obsolete,antiquated,archaic,outmoded,anachronistic,faulty,flawed,
115981,curved,curved,vertically,rectangular,horizontally,sloping,cylindrical,perpendicular,diagonally,concave,hexagonal
116201,Cluster_116201,nutritionist,dietitian,dietician,,,,,,,
115980,Cluster_115980,fueled,spurred,propelled,driven,,,,,,
116016,evoke,provoked,provoke,evoke,elicit,incite,arouse,,,,
115968,Cluster_115968,exterior,brickwork,stonework,fieldstone,gabled,,,,,
116139,holiday,christmas,holiday,festive,xmas,yuletide,,,,,
115977,Cluster_115977,shigeo,mikio,kazunori,numata,kogyo,yoneyama,keizo,kajiwara,fukada,junichiro
115966,Cluster_115966,meteorologist,meteorology,climatology,climatologist,,,,,,
115960,lecture,seminar,symposium,lecture,colloquium,lectureship,,,,,
115987,Cluster_115987,starving,starvation,malnutrition,malnourished,destitution,malnourishment,,,,
115986,Cluster_115986,feces,vomit,poop,droppings,excrement,faeces,,,,
115970,water,water,sewer,drainage,sewage,wastewater,sewerage,effluent,,,
115951,Cluster_115951,ardent,fanatic,fervent,fanatical,diehard,unabashed,aficionado,,,
116200,spokesman,spokesman,spokeswoman,spokesperson,,,,,,,
116063,recycle,recycling,landfill,recycle,recyclable,,,,,,
115974,Cluster_115974,craving,longing,yearning,longed,yearn,yearned,,,,
115916,Cluster_115916,doubling,quadruple,tripling,tenfold,threefold,fivefold,fourfold,quadrupling,sevenfold,sixfold
115929,divorce,married,marriage,wedding,divorce,marry,divorced,wed,unmarried,housewife,divorcee
115930,Cluster_115930,underperform,outperform,overweight,underweight,,,,,,
115917,Cluster_115917,mehdi_militia,baghdad_jadida,azimiyah,mehdi_militiamen,firebrand_shi'ite_cleric,,,,,
115969,Cluster_115969,midget,bantam,peewee,,,,,,,
115933,april,week,month,march,may,june,april,july,december,january,september
115920,firearm,weapons,gun,weapon,knife,firearm,rifle,handgun,shotgun,pistol,revolver
116283,april,april,september,november,july,january,december,october,february,feb,
116360,friday,friday,saturday,sunday,monday,wednesday,tuesday,thursday,,,
115941,beat,win,victory,beat,defeat,beating,defeated,rout,thrashing,thumping,drubbing
116527,Cluster_116527,tenth,eleventh,twelfth,thirteenth,fifteenth,fourteenth,seventeenth,eighteenth,nineteenth,
116580,fifth,second,third,fourth,fifth,sixth,seventh,eighth,ninth,,
115902,Cluster_115902,everest,annapurna,lhotse,makalu,dhaulagiri,icefall,gasherbrum,pumori,shishapangma,silvio_mondinelli
115895,prince,royal,queen,prince,monarchy,monarch,,,,,
115886,assertion,notion,suggestion,assertion,insinuation,supposition,,,,,
115919,Cluster_115919,wildcat,bulldog,cougar,raider,bearcat,jackrabbit,,,,
115908,bed,matriculation,bed,sslc_examination,supplementary_examinations,comed_k,,,,,
115887,solve,solve,resolved,solved,solving,solvable,,,,,
115888,Cluster_115888,shortened,shorten,shortening,lengthen,lengthened,,,,,
115878,eastern,southern,eastern,midwest,northeast,southeastern,,,,,
115881,inflation,inflation,unemployed,deflation,unemployment,inflationary,jobless,deflationary,stagflation,disinflation,
115952,newspaper,newspaper,times,herald,gazette,observer,,,,,
115870,Cluster_115870,hawaii,guam,honolulu,hawaiian,maui,oahu,aloha,kauai,waikiki,hilo
115861,embody,epitome,embody,embodiment,exemplify,epitomize,personification,,,,
116585,Cluster_116585,##.qd#,rb8,kh8,bg4,bc4,rd2,##.nb#,dxc4,#.c#,qb4
115860,bank,bank,debt,loan,mortgage,lending,lender,repayment,refinance,borrower,transferor
115963,Cluster_115963,heyday,twenties,sixties,seventies,eighties,fifties,nineties,thirties,forties,
115867,Cluster_115867,spayed,neuter,spay,neutering,spaying,neuter_clinics,,,,
115857,Cluster_115857,lake_elsinore_unified,burbank_unified,mpusd,kyrene_elementary_school,ceres_unified,harlandale_independent,,,,
115833,Cluster_115833,searching,scouring,combing,scoured,sifting,sift,combed,scour,,
115837,insurance,insurance,medicare,medicaid,insurer,uninsured,insured,reinsurance,policyholder,medical,
115841,bag,bag,wallet,luggage,backpack,suitcase,handbag,briefcase,rucksack,satchel,knapsack
115836,earthquake,earthquake,quake,temblor,aftershock,,,,,,
115825,Cluster_115825,hygiene,cleanliness,sanitary,hygienic,hygenic,,,,,
115818,landlord,lease,leased,tenant,landlord,renter,lessee,,,,
115819,walk,walk,walking,stroll,wander,scurry,trudge,meander,scoot,amble,saunter
115829,sit,sit,sitting,sat,seated,gathered,,,,,
115862,Cluster_115862,purple_heart_medal,achievement_medal,navy_achievement_medal,meritorious_service_medals,exceptionally_meritorious,meritorious_unit_citation,,,,
115800,concentrate,focus,spend,focused,focusing,concentrate,concentrated,devote,focussed,refocus,focussing
115811,magazine,magazine,publication,vogue,mag,glamour,harpers_bazaar,,,,
115797,deployment,installation,install,deployment,installing,,,,,,
115793,Cluster_115793,astrology,astrologer,pisces,horoscope,sagittarius,astrological,numerology,,,
115801,guide,guide,brochure,booklet,flier,handbook,pamphlet,leaflet,guidebook,checklist,workbook
115778,bush,obama,bush,reagan,roosevelt,truman,eisenhower,dubya,,,
115803,begin,begin,completed,finishing,completing,commence,,,,,
116600,Cluster_116600,col_-#.#,bbl_sd,bbl_sf,bbl_min,hky_col,hky_pit,,,,
115768,conceal,hidden,hide,hiding,concealed,disguise,conceal,concealing,,,
115766,negative,negative,favorable,unfavorable,favorably,negatively,,,,,
115759,Cluster_115759,ii,vii,viii,xii,xiii,xiv,xxi,xvii,xviii,xix
115762,april,may,march,june,april,oct,july,mar,nov,jan,december
115757,fifth,first,second,third,fourth,fifth,sixth,seventh,ninth,eighth,tenth
116633,Cluster_116633,dafna_linzer,scott_linesburgh,thomas_content,jarod_wells,adam_riley_jesusraz,greg_hardesty,karl_lyles_klyles@heraldonline.com,alan_choate,john_biggs,suzanne_vranica
116634,Cluster_116634,by_charles_sheehan,jimmy_golen,gregory_katz,kelly_p._kissel,david_rising,clare_trapasso,brett_zongker,frederic_j._frommer,jim_davenport,alex_kennedy
116632,Cluster_116632,greg_morcroft_marketwatch,by_pete_herrera,by_christina_rexrode,nick_spence_macworld.co.uk,russ_keen,paul_swiech,lebo_nkatazo,eva_marie_ayala,leslie_wolf_branscomb,andy_behrendt
116629,Cluster_116629,by_carl_campanile,james_kirkup_political,debra_mccown,by_erin_doss,by_tom_chard,by_molly_moorhead,michael_tidemann_staff,by_travis_souders,by_jerry_wofford,by_rob_shapard
116626,writer,lorraine_tinney,tim_donnelly,fred_tasker,walt_frank_wfrank@altoonamirror.com,by_paul_putignano,tomas_alex_tizon,ini_ekott,daniela_forte,della_hasselle,by_david_ubben
116624,writer,auto_racing_writer,dori_o'neal,sheri_mcwhirter,by_jeremy_dominick,by_matthias_gafni,shihoko_goto,kellee_nolan,craig_massei_sfi,joel_e._capundan,tw_farnam
116621,writer,by_kenneth_ofgang,by_josh_stockinger,rathi_manohar,alex_breitler,by_mitch_hotts,jody_callahan,rupert_steiner,ann_keeton,tribune_staff_writer,nina_mandell
116464,eight,some,two,many,about,three,four,several,five,six,nearly
116618,Cluster_116618,,,,,,,,,,
116616,Cluster_116616,,,,,,,,,,
116615,Cluster_116615,,,,,,,,,,
116613,Cluster_116613,,,,,,,,,,
116611,Cluster_116611,,,,,,,,,,
116609,Cluster_116609,,,,,,,,,,
116607,Cluster_116607,,,,,,,,,,
116605,Cluster_116605,,,,,,,,,,
116603,Cluster_116603,,,,,,,,,,
116602,Cluster_116602,,,,,,,,,,
116598,Cluster_116598,,,,,,,,,,
116597,Cluster_116597,,,,,,,,,,
116592,Cluster_116592,,,,,,,,,,
116589,allege,allege,frustrates,urges_caution,woman_rescued,file_suit_against,kidnapping_case,who_escaped,couple_sues,protests_planned,wreck_kills
116590,Cluster_116590,,,,,,,,,,
116588,Cluster_116588,,,,,,,,,,
116587,Cluster_116587,,,,,,,,,,
116579,Cluster_116579,,,,,,,,,,
116471,guitar,singer,musician,piano,flute,soprano,banjo,drummer,trumpeter,mandolin,percussionist
116578,Cluster_116578,,,,,,,,,,
116577,Cluster_116577,,,,,,,,,,
116574,Cluster_116574,,,,,,,,,,
116568,Cluster_116568,,,,,,,,,,
116569,Cluster_116569,pesto,ravioli,polenta,ricotta,gnocchi,aioli,mascarpone,basil,parsley,rosemary
116564,Cluster_116564,,,,,,,,,,
116562,Cluster_116562,crème_anglaise,cauliflower_soup,potato_salad_baked_beans,baked_beans_cole_slaw,beans_cornbread,chili_cornbread,homemade_cakes,vinaigrette,sauteed,barbecued
116559,Cluster_116559,,,,,,,,,,
116530,delicious,delicious,tasty,creamy,flavorful,cauliflower,tangy,vinaigrette,coriander,dill,chives
116374,Cluster_116374,russia,iraqi,russian,baghdad,turkish,poland,swedish,serbia,austria,kurdish
116553,Cluster_116553,,,,,,,,,,
116552,Cluster_116552,,,,,,,,,,
116545,Cluster_116545,,,,,,,,,,
116401,mark,james,scott,daniel,ben,adam,ron,don,elizabeth,jonathan,todd
116541,Cluster_116541,,,,,,,,,,
116520,extremely,pretty,ridiculously,elegantly,absurdly,exquisitely,artfully,beautifully,brilliantly,wonderfully,amazingly
116539,Cluster_116539,,,,,,,,,,
116531,Cluster_116531,,,,,,,,,,
116536,Cluster_116536,bangalore,mysore,mumbai,chennai,hyderabad,kolkata,lucknow,,,
116478,Cluster_116478,linebacker,fullback,tailback,flanker,lachlan_mackay,mickey_higham,matt_carraro,colm_rigney,scott_mathie,rob_higgitt
116437,Cluster_116437,afghan,delhi,islamabad,kabul,punjab,karachi,lahore,dhaka,peshawar,manipur
116529,Cluster_116529,,,,,,,,,,
116433,Cluster_116433,guillem_bauza,bedlington_terriers,matty_pattison,eric_odhiambo,witchford,nikos_dabizas,fleetwood_hesketh,brora_rangers,topcroft,coolly_slot
116522,Cluster_116522,,,,,,,,,,
115953,fifth,first,sixteenth,twentieth,fiftieth,tenth,eleventh,twelfth,thirteenth,fifteenth,fourteenth
116510,Cluster_116510,moscow,jakarta,beijing,tokyo,singapore,sydney,melbourne,london,paris,berlin
116519,Cluster_116519,,,,,,,,,,
116082,horse,horse,jockey,stakes,furlong,ascot,thoroughbred,sire,foal,pacer,yearling
116509,Cluster_116509,,,,,,,,,,
116488,Cluster_116488,washington,boston,houston,seattle,columbia,portsmouth,durham,providence,harrisburg,salisbury
116474,Cluster_116474,sana,sina,bata,pyaar,sushant_singh,saira_banu,pavitra,sayali_bhagat,kalpana_lajmi,jyotika
116483,assist,ricky_philatre,torland_katie_##:##_rebound,bailey_corey,p#t##_##:##_turnovr,kristi_brummel_##:##,davis_kaleia,dale_jasmine,hannah_rashawn,jovon_mosley,geriot_dan
116427,Cluster_116427,kenya,nigerian,johannesburg,sudanese,cameroon,malawi,pretoria,mozambique,accra,tunisian
116480,amazing,really,huge,remarkable,considerable,exceptionally,gorgeous,astonishing,dazzling,delightful,breathtaking
116493,Cluster_116493,seoul,cairo,shanghai,bangkok,brisbane,almaty,yerevan,moscow,jakarta,beijing
116504,Cluster_116504,,,,,,,,,,
116332,anger,anxiety,hatred,hated,hostility,resentment,disbelief,dislike,disgust,dismay,distrust
116502,Cluster_116502,3x_optical_zoom_lens,ex_s###,megapixel_ccd,dsc_w###,canon_zr###,x_optical_zoom,4x_optical_zoom,olympus_evolt_e,hx9v,hdmi_connectors
116501,Cluster_116501,,,,,,,,,,
116494,Cluster_116494,,,,,,,,,,
116405,absurd,surprising,awful,shocking,disturbing,silly,dismal,troubling,horrific,lackluster,frightening
116434,Cluster_116434,lille,volkan_demirel,milevskiy,mehmet_aurelio,igor_semshov,lichtsteiner,filipe_luis,striker_nuno_gomes,erik_huseklepp,fc_lorient
116490,Cluster_116490,,,,,,,,,,
116486,Cluster_116486,jerusalem,rome,madrid,australian,sydney,melbourne,queensland,nsw,brisbane,perth
116481,Cluster_116481,,,,,,,,,,
116426,Cluster_116426,andrew_keister,andy_wicke,devin_sweetney,claude_britten,ivan_almonte,brad_loesing,vladimir_kuljanin,sharika_webb,david_ndoumba,yalonda_mccormick
116485,Cluster_116485,jerusalem,rome,madrid,australian,sydney,melbourne,queensland,nsw,brisbane,perth
116451,Cluster_116451,pittsfield,sacramento,manila,brattleboro,petersburg,gainesville,stockton,jeddah,asheville,canton
116479,Cluster_116479,,,,,,,,,,
116476,Cluster_116476,,,,,,,,,,
116473,Cluster_116473,,,,,,,,,,
116469,Cluster_116469,daw,firdous_ahmad,hrithik_roshan_aishwarya_rai,nauheed,sana,sina,bata,pyaar,sushant_singh,saira_banu
116467,Cluster_116467,,,,,,,,,,
116459,Cluster_116459,,,,,,,,,,
116465,Cluster_116465,sameer_karnik,daw,firdous_ahmad,hrithik_roshan_aishwarya_rai,nauheed,sana,sina,bata,pyaar,sushant_singh
116462,artist,artist,painter,sculptor,watercolor,printmaker,watercolorist,ceramicist,singer,musician,piano
116445,Cluster_116445,ulsoor,bhadravati,keshab,praveena,gowramma,panjagutta,dreaded_gangster,panbazar,hira_lal,kavyanjali
116457,Cluster_116457,,,,,,,,,,
116456,Cluster_116456,,,,,,,,,,
116444,Cluster_116444,,,,,,,,,,
116421,artist,song,jazz,percussion,philharmonic,soulful,lyric,baritone,jazzy,lyrically,musicality
116452,Cluster_116452,greenville,fayetteville,greensboro,lubbock,asheville,waco,amarillo,abilene,lynchburg,texarkana
116449,Cluster_116449,newark,kampala,pittsfield,sacramento,manila,brattleboro,petersburg,gainesville,stockton,jeddah
116296,Cluster_116296,ruben_bemelmans,valerie_tetreault,alexander_grischuk,paes_dlouhy,ai_fukuhara,berankis,alex_bogomolov,compatriot_feliciano_lopez,bastad_sweden,burgsmuller
116408,Cluster_116408,australia,iowa,oklahoma,tennessee,missouri,kansas,arkansas,nebraska,auckland,philippine
116420,Cluster_116420,yemeni,hizbollah,saudi,jordanian,kuwaiti,qatari,bahraini,omani,israeli,palestinian
116425,Cluster_116425,babu,si,aditya,rainawari,ahana,ameerpet,simdega,basavaraju,nimai,vivek_vihar
116441,Cluster_116441,,,,,,,,,,
116439,Cluster_116439,,,,,,,,,,
116436,Cluster_116436,,,,,,,,,,
116432,Cluster_116432,,,,,,,,,,
116388,Cluster_116388,motherwell,ketton,midfielder_dietmar_hamann,vladimir_stojkovic,chaddesden,jose_burciaga_jr.,murape,defender_danny_shittu,gobern,north_mymms
116428,Cluster_116428,,,,,,,,,,
116233,punk,abyss,clothesline,swagger,viscera,rhett_titus,tag_team_championship,mexicools,snme,showmiz,ecw_superstar
116424,Cluster_116424,,,,,,,,,,
116423,Cluster_116423,,,,,,,,,,
116422,Cluster_116422,,,,,,,,,,
116418,Cluster_116418,,,,,,,,,,
116409,Cluster_116409,egyptian,jinja,yemen,yemeni,hizbollah,saudi,jordanian,kuwaiti,qatari,bahraini
116416,Cluster_116416,,,,,,,,,,
116415,Cluster_116415,,,,,,,,,,
116414,Cluster_116414,,,,,,,,,,
116413,Cluster_116413,,,,,,,,,,
116410,Cluster_116410,,,,,,,,,,
116407,Cluster_116407,,,,,,,,,,
116406,Cluster_116406,,,,,,,,,,
116403,Cluster_116403,,,,,,,,,,
116402,Cluster_116402,,,,,,,,,,
116400,Cluster_116400,,,,,,,,,,
116398,Cluster_116398,,,,,,,,,,
116397,Cluster_116397,,,,,,,,,,
116337,Cluster_116337,rich_barcelo,roger_tambellini,per_ulrik_johansson,bradley_iles,oscar_floren,japan_toru_taniguchi,travis_toyama,danny_sahl,wisut_artjanawat,marisa_milligan
116392,Cluster_116392,,,,,,,,,,
116389,Cluster_116389,,,,,,,,,,
116384,Cluster_116384,,,,,,,,,,
116381,Cluster_116381,,,,,,,,,,
116261,biology,physician,surgeon,psychologist,oncology,biology,cardiology,neurology,biochemistry,psychiatry,midwife
116379,Cluster_116379,,,,,,,,,,
116377,Cluster_116377,,,,,,,,,,
116372,Cluster_116372,,,,,,,,,,
116340,wine,grape,beaujolais,vintner,chianti,côte_rôtie,sagrantino,whiskey,vodka,brandy,liqueur
116371,Cluster_116371,,,,,,,,,,
116367,Cluster_116367,,,,,,,,,,
116369,extremist,terrorist,islamic,islamist,extremist,extremism,jihadist,jihadi,let,lashkar,huji
116193,eight,many,more,both,most,other,handful,thousands,countless,eleven,various
116364,Cluster_116364,,,,,,,,,,
116363,Cluster_116363,,,,,,,,,,
116362,Cluster_116362,,,,,,,,,,
116361,Cluster_116361,,,,,,,,,,
116354,Cluster_116354,,,,,,,,,,
116300,capitalism,islam,militant,oppression,jihad,imperialism,fascism,colonialism,imperialist,mujahideen,rightwing
116348,Cluster_116348,,,,,,,,,,
116350,angry,incredulous,outraged,surprised,worried,angry,shocked,frustrated,scared,confused,stunned
116322,angry,happy,willingness,frightened,startled,irate,unimpressed,exasperated,befuddled,pleased,excited
116345,Cluster_116345,,,,,,,,,,
116343,Cluster_116343,,,,,,,,,,
116341,Cluster_116341,,,,,,,,,,
116338,Cluster_116338,,,,,,,,,,
116336,Cluster_116336,,,,,,,,,,
116334,Cluster_116334,,,,,,,,,,
116331,Cluster_116331,,,,,,,,,,
116327,Cluster_116327,,,,,,,,,,
116321,Cluster_116321,sarah,davis,james,david,england,michael,paul,george,johnson,jackson
116326,Cluster_116326,,,,,,,,,,
116319,Cluster_116319,,,,,,,,,,
116316,Cluster_116316,,,,,,,,,,
116273,bicycle,bike,moped,motorcycle,bicycle,scooter,motorbike,skateboard,ski,skiing,skier
116315,Cluster_116315,,,,,,,,,,
116314,Cluster_116314,,,,,,,,,,
116309,Cluster_116309,,,,,,,,,,
116258,anger,disdain,mistrust,adored,scorn,detest,contretemps,battle,dispute,showdown,brawl
116306,Cluster_116306,,,,,,,,,,
116305,Cluster_116305,,,,,,,,,,
116303,Cluster_116303,,,,,,,,,,
116299,Cluster_116299,,,,,,,,,,
116229,Cluster_116229,inning,heavyweight,infielder,robbie_peden,heavyweight_champ,wba_heavyweight_champion,super_middleweight_crown,zolani_marali,wbc_super_bantamweight,ray_narh
116284,capitalism,terror,liberal,hinduism,fascism,despotism,conservatism,hasidic,mujahidin,islam,militant
116297,Cluster_116297,,,,,,,,,,
116295,Cluster_116295,,,,,,,,,,
116293,Cluster_116293,,,,,,,,,,
116282,Cluster_116282,,,,,,,,,,
116096,destroy,damaged,destroy,renovation,destroying,stimulate,ignite,revitalization,ruining,resurrect,razed
116221,Cluster_116221,taiwanese,chow,ming,soh,jianfei,yonglin,zhonghai,china,chinese,beijing
116280,Cluster_116280,,,,,,,,,,
116178,clothes,wearing,pants,shoe,jacket,clothing,sweatshirt,blazer,underpants,bodice,lacy
116274,Cluster_116274,,,,,,,,,,
116277,capitalism,god,bible,biblical,theology,theological,scripture,psalms,scriptural,deuteronomy,galatians
116246,Cluster_116246,claimant,petitioner,appellant,defendant,plaintiff,respondent,petitioner_counsel,defendant_asserts,justice_vijender_jain,justice_ss_nijjar
116272,Cluster_116272,,,,,,,,,,
116270,Cluster_116270,,,,,,,,,,
116269,Cluster_116269,,,,,,,,,,
116267,Cluster_116267,,,,,,,,,,
116262,Cluster_116262,,,,,,,,,,
116238,bird,pheasant,antelope,bird,squirrel,waterfowl,robin,wigeons,red_tailed_hawks,white_breasted_nuthatch,deer
116257,Cluster_116257,,,,,,,,,,
116254,Cluster_116254,,,,,,,,,,
116184,creature,shark,creature,turtle,alligator,angler,seafood,crocodile,clams,flounder,shrimp
116253,Cluster_116253,,,,,,,,,,
116252,Cluster_116252,,,,,,,,,,
116250,Cluster_116250,,,,,,,,,,
116251,Cluster_116251,mexican,argentina,brazilian,venezuela,portugal,colombia,chile,peru,venezuelan,argentine
116247,Cluster_116247,,,,,,,,,,
116244,Cluster_116244,,,,,,,,,,
116243,Cluster_116243,,,,,,,,,,
116242,Cluster_116242,,,,,,,,,,
116239,Cluster_116239,,,,,,,,,,
116236,Cluster_116236,,,,,,,,,,
116235,Cluster_116235,,,,,,,,,,
116232,Cluster_116232,,,,,,,,,,
116230,Cluster_116230,,,,,,,,,,
116228,Cluster_116228,,,,,,,,,,
116186,punk,boxing,delirious,lefthander,thompson_boxing_promotions,joachim_alcine,shoxc,meza_clay,ko1,renan_barao,bronco_buster
116227,Cluster_116227,,,,,,,,,,
116225,Cluster_116225,,,,,,,,,,
116224,Cluster_116224,,,,,,,,,,
115985,april,june,sept,april,september,november,july,january,december,october,february
116222,Cluster_116222,,,,,,,,,,
116220,Cluster_116220,,,,,,,,,,
116219,Cluster_116219,,,,,,,,,,
116217,Cluster_116217,,,,,,,,,,
116210,Cluster_116210,,,,,,,,,,
116209,Cluster_116209,yap,xian,hee,jong,eui,jeong,kim_myung,gyun,ji_hoon,kim_heung
116208,Cluster_116208,,,,,,,,,,
116206,Cluster_116206,,,,,,,,,,
116205,Cluster_116205,,,,,,,,,,
116203,Cluster_116203,,,,,,,,,,
116202,Cluster_116202,,,,,,,,,,
116199,Cluster_116199,,,,,,,,,,
116195,Cluster_116195,,,,,,,,,,
116189,Cluster_116189,,,,,,,,,,
116187,Cluster_116187,,,,,,,,,,
116181,Cluster_116181,,,,,,,,,,
116180,Cluster_116180,,,,,,,,,,
116179,Cluster_116179,,,,,,,,,,
116174,Cluster_116174,,,,,,,,,,
116161,clothes,slacks,greyish,citrine,bangle_bracelet,romona_keveza,daywear,brown,reddish,yellowish,greenish
116172,Cluster_116172,,,,,,,,,,
116170,Cluster_116170,,,,,,,,,,
116169,Cluster_116169,,,,,,,,,,
116165,Cluster_116165,,,,,,,,,,
116124,infamous,infamous,spirit_tracks,overlord_raising_hell,telltale,namco_arcade,kessen_iii,anime,manga,shojo,fruits_basket
116164,Cluster_116164,,,,,,,,,,
116162,Cluster_116162,,,,,,,,,,
116158,Cluster_116158,,,,,,,,,,
116111,boat,ship,kayak,wetland,marsh,tributary,tugboat,breakwater,ketch,military,boat
116156,Cluster_116156,,,,,,,,,,
116155,Cluster_116155,,,,,,,,,,
116154,Cluster_116154,,,,,,,,,,
116153,Cluster_116153,,,,,,,,,,
116152,Cluster_116152,,,,,,,,,,
116149,Cluster_116149,,,,,,,,,,
116146,Cluster_116146,,,,,,,,,,
116144,Cluster_116144,,,,,,,,,,
116143,Cluster_116143,,,,,,,,,,
116140,Cluster_116140,,,,,,,,,,
116135,Cluster_116135,,,,,,,,,,
116133,Cluster_116133,,,,,,,,,,
116131,Cluster_116131,,,,,,,,,,
116130,Cluster_116130,,,,,,,,,,
116128,Cluster_116128,,,,,,,,,,
116123,Cluster_116123,,,,,,,,,,
116122,Cluster_116122,,,,,,,,,,
116121,Cluster_116121,,,,,,,,,,
116120,Cluster_116120,,,,,,,,,,
116118,Cluster_116118,,,,,,,,,,
116115,Cluster_116115,,,,,,,,,,
116114,Cluster_116114,,,,,,,,,,
116107,Cluster_116107,,,,,,,,,,
116083,chair,director,founded,ceo,chairman,manager,founder,chair,chairwoman,coordinator,chairperson
116108,mechanic,mechanic,electrician,carpenter,welder,craftsman,machinist,roofer,woodworker,plasterer,quilt
116105,Cluster_116105,,,,,,,,,,
116103,Cluster_116103,,,,,,,,,,
116102,Cluster_116102,,,,,,,,,,
116101,Cluster_116101,,,,,,,,,,
116098,Cluster_116098,,,,,,,,,,
116097,Cluster_116097,,,,,,,,,,
116095,Cluster_116095,,,,,,,,,,
116092,Cluster_116092,,,,,,,,,,
116090,Cluster_116090,,,,,,,,,,
116089,Cluster_116089,,,,,,,,,,
116086,Cluster_116086,,,,,,,,,,
116084,Cluster_116084,,,,,,,,,,
116080,Cluster_116080,,,,,,,,,,
116079,Cluster_116079,,,,,,,,,,
116075,Cluster_116075,,,,,,,,,,
116074,Cluster_116074,,,,,,,,,,
116073,Cluster_116073,,,,,,,,,,
116072,Cluster_116072,,,,,,,,,,
116070,Cluster_116070,,,,,,,,,,
116068,Cluster_116068,,,,,,,,,,
116066,Cluster_116066,,,,,,,,,,
116062,Cluster_116062,,,,,,,,,,
116060,Cluster_116060,,,,,,,,,,
116059,Cluster_116059,,,,,,,,,,
116058,Cluster_116058,,,,,,,,,,
116057,Cluster_116057,,,,,,,,,,
116054,Cluster_116054,,,,,,,,,,
116051,Cluster_116051,,,,,,,,,,
116049,Cluster_116049,,,,,,,,,,
116047,Cluster_116047,,,,,,,,,,
116044,Cluster_116044,,,,,,,,,,
116043,Cluster_116043,,,,,,,,,,
116042,Cluster_116042,,,,,,,,,,
